g;667286132464287744;#NYCmissed Continuous glances on the Queens-bound G train 11/18/15 - w4m (Brooklyn) https://t.co/urMOXvXiaL;true;not visited 
diner;667289829546156034;T Bone Diner, Queens Blvd. #tbone #tbonediner #diner #butteredroll #food #foresthills #queensblvd… https://t.co/CamKSN5zji;true;visited 
sotheby's;667270725301047296;Double blind auction anyone? @ Sotheby's Auction House https://t.co/gbSDseQEV2;true;not visited
joe;667289649123995648;@StormFurey Hi Joe got this award yesterday, this was a surprise to me...Jeff.. https://t.co/96d9qlLY7p;false;not visited 
isis;667287073376763905;@Madame_Cole @teach_dragons I read something so true--If Reagan were still president, ISIS would be WASWAS;false;not visited
isis;667295314492067840;rt @erickford CIA Director: ISIS Has Grown 4,400 Percent Under Obama that's his economic growth https://t.co/1lPILlLcqn … @FreeBeacon;false;not visited 
isis;667295637558329344;Paris Weeps as Obama Frees Bin Laden's Body Guard - https://t.co/n1fqpcKJEr .@AIVMI @LadyofFe @kennethmjohnson #ISIS https://t.co/pmaucgETbB;false;not visited
isis;667297450445565952;What Republicans and ISIS Have in Common @alternet https://t.co/Ywq0CPeX1p …;false;not visited 
isis;667297163718713344;#ISIS #threats to NYC- latest on #ParisAttacks- @Princeton #protests. Join us @FiOS1NewsNJ @cjpapa13 @FitzyWeatherTV @GloriaChapa1;false;not visited 
isis;667287556912902144;#parijsdebat  @diederiksamsom  de politieke oplossing voor ISIS zit in Irak ???;false;not visited 
isis;667279218112270337;Syrian community leader: ISIS is already in America https://t.co/4xXFiktXJe via @nypost;false;not visited 
facebook;667291762906411012;See, @Twitter? Even @facebook recognizes the power of Dr. @EastSideDave...@Verifed.  https://t.co/ZGhKjXRhOZ. #Face. https://t.co/19h0x8dfEd;false;not visited 
2a;667287478831738881;2 for 1 Happy Hour @ 2A  https://t.co/vyfByw18in;true;visited 
black bear bar;667270905257529344;Thanks oracle_room should see a trailer soon #Brooklyn #brooklynbands #blackbearbar #theltrain… https://t.co/lnkhDnLNuK;true;not visited 
cielo;667270087087362048;Dancers getting it Inn cielo Nightclub NYC @ Club Cielo NYC W.12th Street (meat Packing) District. https://t.co/mddfp29szl;true;visited 
cielo;667283887572148224;Nervous Records presents | Miss Jennifer @ Cielo   https://t.co/4R2tiysK3I;true;not visited 
empire hotel rooftop;667284973687193601;Afterwork Thursday at Empire Hotel Rooftop  https://t.co/XqWH0r7LCb;true;not visited 
lola;667270060847820800;Just posted a video @ Jhs 162 Lola Rodriguez De Tio https://t.co/WNigizBg4Z;true;not visited 
blue;667281751467626496;When you get home and all you want to do is watch Blue Crush GET BACK OUT THERE THEN;false;not visited 
blue;667290497493262336;@Espngreeny @DanWetzel he wears red white and Blue patriots every day...  Next article;false;not visited 
auction house;667270725301047296;Double blind auction anyone? @ Sotheby's Auction House https://t.co/gbSDseQEV2;true;not visited 
brookdale;667271262935392256;the code to give raheem multiple schizoprenia after the psych at brookdale #Hospital gave it me is call next tweet;false;not visited 
central;667274006316339200;I'm at Grand Central Terminal - @grandcentralnyc in New York, NY https://t.co/0SO7av8Yxa;true;not visited 
central;667271382577770497;Si vais a Nueva York alquilaros unas bicis para conocer Central Park. Es un plan muy divertido y… https://t.co/REozdYx4jS;true;not visited 
central;667273950615982080;I'm at MTA Subway - 42nd St/Grand Central (4/5/6/7/S) - @nyctsubwayscoop in New York, NY https://t.co/IYHzW61Xnz;true;not visited 
central;667280894902734848;To be clear, a US embargo did not cause starvation in North Korea. Poor central planning did.;false;not visited 
le souk;667278655144390660;We coordinate.... #twining  @thereallumidee ...  @ThaQueenAHearts .... #lesouknyc   HBD shampoo_ynvs… https://t.co/uFNCb2xKjg;true;not visited 
rise and grind;667274435389292544;#GoodMorning #NYC #LetsGetThisMoney #RiseAndGrind #ItsOnlyThursday #GetYoAssUp @ Hill Side Av.… https://t.co/rOOUrZalGH;true;not visited 
cup;667276723583455233;Nike Manchester United Soccer Track Jacket Athletic Team World Cup Training M https://t.co/AugwYFwSsK https://t.co/8L06aVnyUN;true;not visited 
island;667292763210158081;Update: Construction on #VerrazanonarrowsBridge WB at Staten Island Bound Lower Level https://t.co/5ni70F6G0N;true;not visited 
island;667292764380393475;Update: Construction on #VerrazanonarrowsBridge WB at Staten Island Bound Lower Level https://t.co/YRZhM7Mxne;true;not visited 
island;667292069224845312;Construction on #VerrazanonarrowsBridge WB at Staten Island Bound Lower Level https://t.co/zsB1fnHcq1;true;not visited 
island;667287634444595200;Construction on #VerrazanonarrowsBridge WB at Staten Island Bound Lower Level https://t.co/5ni70F6G0N;true;not visited 
island;667287635619000320;Construction on #VerrazanonarrowsBridge WB at Staten Island Bound Lower Level https://t.co/YRZhM7Mxne;true;not visited 
island;667292068197175296;Construction on #VerrazanonarrowsBridge WB at Staten Island Bound Lower Level https://t.co/mSrj8i434l;true;not visited 
webster hall;667286170653491200;House Party @ Webster Hall   https://t.co/XE7j4A7G6w;true;not visited 
webster hall;667284606282928129;Throwback to last Thursday. Trey Songz and Dave East had Webster Hall lit ???. You know it's real… https://t.co/9N5Txfq72p;true;visited 
due;667281445493207044;i have a project due at noon tomorrow and i'm just now starting why do i do this;false;not visited 
exit;667290849533825026;Construction on #I95 NB from Exit 4A - I-895; Sheridan Expressway to Rosedale Avenue; Ramp https://t.co/8HcYgPwFka;true;not visited 
exit;667296999482372096;Construction on #PalisadesInterstateParkway NB from Exit 18 - Anthony Wayne Recreation Area Ramp...https://t.co/CjbjiIKIU4;true;not visited 
exit;667296998232453120;Construction on #PalisadesInterstateParkway NB from Exit 18 - Anthony Wayne Recreation Area Ramp...https://t.co/vtNt6SdnwH;true;not visited 
exit;667291541325484034;Accident on #I90NYSThruway WB at 0.74 after Exit 47 (I-90) - Rochester - LeRoy (I-490 - Rte 19) https://t.co/IuZYf10LtZ;true;not visited 
exit;667290848229351424;Construction on #I95 NB from Exit 4A - I-895; Sheridan Expressway to Rosedale Avenue; Ramp https://t.co/HYZH0wspOQ;true;not visited 
exit;667291542277656576;Accident on #I90NYSThruway WB at 0.74 after Exit 47 (I-90) - Rochester - LeRoy (I-490 - Rte 19) https://t.co/R9Y7UiJKcz;true;not visited 
astoria;667283288113856512;Just posted a photo @ Waldorf Astoria New York https://t.co/wkG5itzItr;true;visited 
avenue;667296497768071168;Incident on #MRLines Manhattan bound from Jackson Hts-Roosevelt Avenue Station to Queens Plaza Station https://t.co/4qFnSUy9RN;true;not visited 
avenue;667296498871197698;Incident on #MRLines Manhattan bound from Jackson Hts-Roosevelt Avenue Station to Queens Plaza Station https://t.co/FSXy7dfVK4;true;not visited 
avenue;667287558468976641;Update: Construction on #Q44Bus SB at Cross Bronx :Harrod Avenue https://t.co/BXXjhyondr;true;not visited 
avenue;667274834267779072;but then again..... @ Burnside Avenue https://t.co/DmKW6ZA5ft;true;not visited 
avenue;667296360006221824;Christmas lights @ 5th Avenue - NYC https://t.co/dV5vp1P7b4;true;not visited 
avenue;667287559500750848;Update: Construction on #Q44Bus SB at Cross Bronx :Harrod Avenue https://t.co/wneVbdPONc;true;not visited 
avenue;667296714059964416;I'm at Avenue Capital in New York, NY https://t.co/SPHSfAtlp3;true;not visited 
avenue;667296500104335361;Incident on #MRLines Manhattan bound from Jackson Hts-Roosevelt Avenue Station to Queens Plaza Station https://t.co/EifAIKXkPp;true;not visited 
avenue;667274587860766724;An ode to my family you totally know who you are @ Burnside Avenue https://t.co/38Y00PT3x3;true;not visited 
checkers ;667297384695644161;Fact Checkers Confirm That What President Obama Said About ISIL Being Contained Is True https://t.co/qBEMhvpusV … via @politicususa;false;not visited 
