test,667269875568656386,if we can be happy together sober i want it,0
test,667269896217210880,@fl0wer_child68 it's like my own little blog and I don't even post it HAHAHHA,0
test,667269906996531200,Seguimo en manhattan puñeta,0
test,667269910645592064,BLOGGED : How to be casual chic ?   https://t.co/o9UUOt70hW,0
test,667269918279225344,Греет душу в Нью-Йорке минеральная вода Нарзан из источника в Кисловодске. А почему нет в Америке… https://t.co/OwhbueQDYB,0
test,667269943726075904,@jraphaeltweets funnywalain ka hahahahahaha,0
test,667269997123772417,... https://t.co/Bq6mwtyF5a,0
test,667270021752688640,RLS SUCKS.,0
test,667270025460494336,@princesedusa 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
test,667270060847820800,Just posted a video @ Jhs 162 Lola Rodriguez De Tio https://t.co/WNigizBg4Z,0
test,667270070616330240,Not seems to be cursed by the after homo played effect. Don't highlight sin ethnicity   #brooklyn #repent and this too shall pass #rookies,0
test,667270087087362048,Dancers getting it Inn cielo Nightclub NYC @ Club Cielo NYC W.12th Street (meat Packing) District. https://t.co/mddfp29szl,0
test,667270092560945152,@ROLL3X oh u bet I will I just got a coupon!!!,0
test,667270144046071808,Mood https://t.co/np5NPJl3oG,0
test,667270169291563008,Michael Altman by Greg Vaughan @vaughangreg #returnofthemalesupermodel #soulartistmgmt #imasoulman… https://t.co/YLNWMjOcLl,0
test,667270202262974464,When you're  drunk and alone and east if peanut butter out of the jar instead of being with your British husband,0
test,667270212165705728,I'm at Holland Tunnel in New York/Jersey City NJ https://t.co/jWwvLErifj,0
test,667270228863266816,Them shits are pointless if u live in any inner city smh,0
test,667270230691983360,@adoringweekes so i want a immediately check your respond please who is this?,0
test,667270237633568768,Without the heart the will can do nothing. - John Lars Zwerenz https://t.co/0WiDanFQdq,0
test,667270241400004608,This is my favorite picture of all time pure happiness right here folks,0
test,667270246517112832,omg😐he just elbowed me in my face in his sleep😩I wanna smack him outta his fucking sleep🖕🏽🖕🏽🖕🏽🖕🏽,0
test,667270272064581633,@livetennis Fed is amazing One thing I don't think I have ever seen Fed so scrubby he is always clean shaven 😊,0
test,667270272765075456,@JozaSoul i wont. But just do it again . This guy leaves us and thinks we're still cool,0
test,667270278007955456,Boredt,0
test,667270304499163136,Deploying #PHP 7 a presentation by Rasmus Lerdorf https://t.co/jPXcRJcy2V,0
test,667270347633233921,Join the KTP Pre-College team! See our latest #Education #job opening here: https://t.co/SMKlMNLiDR #VirtualNYCity NY #Hiring,0
test,667270357678690304,The way we fell in love it was almost instant,0
test,667270362753859584,The empire battle .......,0
test,667270633093484544,Had a dream I hit a kid with my car and haven’t been able to sleep since,0
test,667270639485624320,@e_morr 😬✌🏻️,0
test,667270652932530176,@romanhoIiiday @adoringweekes i just couldn't sleep respond anymore.,0
test,667270686067429376,#NYCmissed salty show: your note on my sheet music - m4w (East Village) https://t.co/oCXuAkDNDH,0
test,667270725301047296,Double blind auction anyone? @ Sotheby's Auction House https://t.co/gbSDseQEV2,0
test,667270729562521600,monty got a code on my sister trying to give them schizophrenia,0
test,667270733865840640,Xander in nyc now @xanderevitts #returnofthemalesupermodel #soulartistmgmt #imasoulman… https://t.co/VU7cPnIGY5,0
test,667270773267021824,Man I really wish heaven had visiting hours! We sure miss you my friend… https://t.co/OwZBycla7T,0
test,667270775787909120,I feel incredibly nauseous,1
test,667270781802557440,@safehavenxo I'm sorry that shit broke you down that's never a good thing I hope you feel better tho,0
test,667270807106768896,@TennisTV @keinishikori @rogerfederer Fed all the best today I would love another Rafa Fed Final,0
test,667270864300175360,although i'd agree public figure like her should be more careful especially matter concerning sensitivity of the Sabahan.,0
test,667270885104054272,@gaydoggie SO I wanted to be a DESIGNER.,0
test,667270905257529344,Thanks oracle_room should see a trailer soon #Brooklyn #brooklynbands #blackbearbar #theltrain… https://t.co/lnkhDnLNuK,0
test,667270917609885697,@itss_Nejaa I just got home & ima be up FOR A MIN,0
test,667270944931651584,@drouchemed58 @Sylv33 @hioewilliam07 @zuk60 @joe_zare @zbmkhan @ranasilvia63 @62Roses @DermottAnn @GCHDutta @14Haq https://t.co/F54iHqjupI,0
test,667270952682700800,Just had a blast losing to #izzet . Great opponent. I learned a lot. I love this dumb game. #mtgo #mtg #loampox,0
test,667270966465142784,@JozaSoul Thats what i do ..i leave niggas speechless,0
test,667270967782195200,@OpTic_MBoZe @OpTic_NaDeSHoT we out Boze?,0
test,667270997188431872,@safehavenxo thanks I really appreciate it. If you ever need to talk to someone I got you,0
test,667271009087717377,https://t.co/FS5FNTtpQ0,0
test,667271052196712448,This song is so good tho!🔥🔥🔥🔥🎶🎶🎶 https://t.co/5qFabjyyDw,0
test,667271054549716992,@adoringweekes  evening i am know are you online with me talking you please?,0
test,667271063412191232,Idk how I ended up in my bed but 👌,0
test,667271134489001984,Just want a garage full of foreigners,0
test,667271176029384708,Some days I wonder why I sit and think about you,0
test,667271200331194368,Lolol https://t.co/r7ysLf0H1Z,0
test,667271246279778304,Can't sleep ?  https://t.co/lJXMrSVzKk,0
test,667271262935392256,the code to give raheem multiple schizoprenia after the psych at brookdale #Hospital gave it me is call next tweet,0
test,667271295579652096,@thibaud_arnault bonjour misure!,0
test,667271325224976388,@JozaSoul 😂😂..You know what ..i just might do that!,0
test,667271332367876097,сопли суканенавижу,0
test,667271358481637376,@mohsinmalvi19 @Sunita_Says_ @virendr41314834 @Ljusha7 @Leonor188 @shalucas65 @ayarymel @Me_Konika @ranasilvia63 https://t.co/oJsmhgCViN,0
test,667271364064227328,My hours bouta switch at work as of next week,0
test,667271382577770497,Si vais a Nueva York alquilaros unas bicis para conocer Central Park. Es un plan muy divertido y… https://t.co/REozdYx4jS,0
test,667271386654752768,@JozaSoul i can say wallah they arent lol,0
test,667271413133418496,John Oliver #ParisAttacks - https://t.co/WBST0FtQmi,0
test,667271431189880832,@romanhoIiiday i see maybe.,0
test,667271461703405568,I really can't stand rappers like Freda #Empire,0
test,667271473078403073,1 Terrain de 30 hectares à vendre au PK 24 Zone industrielle Abidjan proximité sur la grande voie ! https://t.co/54fXJTuF6U,0
test,667271499498287104,@MEHAKKXO @ughposts @Rsharma612 @_merium no srsly I would lay down in the middle of the street notebook style,0
test,667271501641568256,@abahafzallah😂😂😂😂😂😂😂😂😂😂😂لا يا صاحبي هذي كلها دقة قديمة،خذ سجل عندك أجدد شي ؛ طاازة👇 https://t.co/9OPq5bdDYf,0
test,667271518485921792,#RT #Follow @Wildsexblondy1 #HighHeelsNakedModels @DrRichardRotten @M_A_Y_A_R_  @RTpig @iStan69 https://t.co/Ba4Boxrnot,0
test,667271544708669441,steal a move then try 2 kill a child with it after i kill the new quacy wit it if i can get more blood from him like a girl wit schizoprenia,0
test,667271548084973569,#Job in #NewYork NY: Home Therapies Coordinator at Fresenius Medical Care https://t.co/MdcSGM4MdB #Jobs #Hiring,0
test,667271608399171584,Be working 5pm to 5am only day  ima have off is Saturday,0
test,667271636803022848,@oshmeezy @JozaSoul thats what happens bro ..u get lebrons towel & niggas switch up on you ..u know u doin somethin right when u got haters,0
