empellon,6.68485291460661E+17,"Drinking a Citra Extra Pale Ale by @kneedeepbrewing at @empellon — https://t.co/Kj6Up8bU3h",TRUE,1
empellon,6.68496056984949E+17,"Drinking a Bushwick Pilsner by @bravenbrewing at @empellon — https://t.co/pC9ZQ9MlRq",TRUE,1
empellon,6.68138781787218E+17,"What?! #Churro French Toast?! Never knew that was a thing! #ny #brunch #foodie @ Empellon Taqueria… https://t.co/xxeCHLXE6Z",TRUE,1
empellon,6.67854086230794E+17,"In case anyone is interested the lamb barbacoa with salsa borracha at Empellon is off the fucking chain.",FALSE,1
empellon,6.68485028687557E+17,"Drinking a Falco by @EvilTwinBrewing at @empellon — https://t.co/bGNU1hWw7O",TRUE,1
empellon,6.67787240060404E+17,"Taco fantastic @Empellon #chefontour @alexstupak delicious!!! https://t.co/yARJtX1gP9",FALSE,0
gato,6.67396207598305E+17,"vou pagar um banho de gato aqui e ir lá na vila",FALSE,0
gato,6.69961397510529E+17,"Cuidao y ese es gato de casa. https://t.co/F9uLaN0uOJ",FALSE,0
gato,6.67896146447192E+17,"Vittorio Dias Amigoo gato ? Curtir · Responder · 1 · 9 min Pablo Monteiro Tbm acho amigo Curtir · Responder · 3 min",FALSE,0
gato,6.68578685021258E+17,,FALSE,0
gato,6.68268058922893E+17,"Keep your head up ?? #catsofinstagram #cat #gato #catsofinstagram #kitty #stardust #catsofconeyisland… https://t.co/d2nJ96LOEk",TRUE,0
gato,6.67809630152606E+17,"@BarstoolBigCat Your parallel universe counterpart: El Gato Grande https://t.co/wfr76PfzCQ",FALSE,0
gato,6.69981213231288E+17,"O meu gato caiu do sofá e o meu pai está a rir-se disso há 5 minutos seguidos",FALSE,0
gato,6.68629034780217E+17,"@sincerely_steff Earl Grey ahora. Mi gato ya tiene dos rubs.",FALSE,0
gato,6.70258597683704E+17,"El gato huele a marijuana",FALSE,0
gato,6.68489245754003E+17,"UNA GARANTIA DE QUE A DANILO NO LE METAN GATO POR LIEBRE ES QUE ESCUELAS SE INAUGUREN FUNCIONANDO Y DESPUES DE PAGARLE A QUIEN LA CONSTRUYO",FALSE,0
"opera cafe lounge",6.6901777815901E+17,"I'm at Opera Cafe Lounge - @operacafeny in Brooklyn NY https://t.co/vxKNdKKXdA",TRUE,1
pianos,6.69038802455953E+17,"@BillMurray you live in #nyc come to #pianos tmrw. We want to meet u b/c we're canadian and ur #super https://t.co/fG1zaAXkmW",TRUE,1
pianos,6.68575413975822E+17,"back to the hang at @pianosnyc -- nothing else I'd rather do on this earth // ?: evaankheraj @ PIANOS https://t.co/9Fzb4ANkkt",TRUE,1
pianos,6.68580448738615E+17,"Good to see Buddha out in the city tonight. #pianosnyc #buddha #freetibet https://t.co/8TsdO2n75h",FALSE,1
pianos,6.67534652547195E+17,"Repost #masterkings @lindsayjaminmusic rocking @pianosnyc @ PIANOS https://t.co/m2eGcTAcIq",TRUE,1
pianos,6.69297423429313E+17,"Dueling pianos Friday night",FALSE,0
pianos,6.68256174119256E+17,"#nycsinger #songwriter #JannaPelle @ #Pianos @ PIANOS https://t.co/loO4AZfuFB",TRUE,1
pianos,6.69730053433897E+17,"Just posted a photo @ PIANOS https://t.co/sxuwmGkqva",TRUE,1
pianos,6.67327627552797E+17,"#iridescent #haVeBlue #michaelhimes @ PIANOS https://t.co/4tMVM4k8oh",TRUE,1
pianos,6.68613859968725E+17,"@PianosNYC last night was a bomb!! #indiemusic #livemusic #nyc #les https://t.co/I0695u8n71",FALSE,1
pianos,6.69276361698222E+17,"@ckuw @ChicGamine @CannonBros yussss we're in #nyc about to play a show @PianosNYC this Is great news! https://t.co/pzM1AfigDr",TRUE,0
grimaldi's,6.69233295117435E+17,"I'm at Grimaldi's Pizzeria - @grimaldisnyc in Brooklyn NY https://t.co/QL1XDcckzX",TRUE,1
grimaldi's,6.70283510834426E+17,"Pizza stop part 1 (@ Grimaldi's Pizzeria - @grimaldisnyc in Brooklyn NY) https://t.co/vIdPRIRRFt",TRUE,1
grimaldi's,6.7028379176475E+17,"At Grimaldi's under the Brooklyn Bridge. They have a mug shot of Frank Sinatra that's 77 years old today 11/27 ? https://t.co/mQDVBAH2Qr",FALSE,0
grimaldi's,6.68964224530534E+17,"Pizza my love! (@ Grimaldi's Pizzeria - @grimaldisnyc in Brooklyn NY) https://t.co/W5RaeOACOL",TRUE,1
grimaldi's,6.68052428785349E+17,"#grimaldis #nyc #pizza @ Grimaldi's Pizza https://t.co/g0zAt6PIys",TRUE,1
grimaldi's,6.69623359747953E+17,"Yum!!! @ Grimaldi's Pizzeria Under the Brooklyn Bridge https://t.co/tWWUD1JhdD",TRUE,1
grimaldi's,6.6920659168254E+17,"Eating grimaldi's pizza in Brooklyn this place better be as good as I've hyped it up to be! Let's go",FALSE,0
grimaldi's,6.68486586988757E+17,"grimaldispizza #yum #delish #TreatYoself2015NYEdition @ Grimaldi's Pizza https://t.co/vYJQGnNqvV",TRUE,1
grimaldi's,6.67773556382564E+17,"Positively stuffed. #grimaldis #brooklyn #nomnom @ Grimaldi's Pizza https://t.co/tvnOzzzV6R",TRUE,1
"kazza wine bar",6.67750980767891E+17,"#FF Happy Friday!! Cool peeps you should follow 2day. @adultish_series @cocktailcrate @sauceysauceco @sweet_janes @kazzawinebar #clientlove",FALSE,0
"au jus",6.6844069999455E+17,"#aujus #trippy #freesong on a #bicycle in the #ADK. Support #localmusic! Also #audition/request 2… https://t.co/CbTNHbwkbP",TRUE,0
"au jus",6.68063157366219E+17,"#aujus #freesong on a #bicycle in the #ADK. Support #localmusic! Also #audition/request 2 appear on… https://t.co/sYft5AJPC8",TRUE,0
"au jus",6.68441099044803E+17,"#aujus #freesong on a #bicycle in the #ADK. Support #localmusic! Also #audition/request 2 appear… https://t.co/tkfGAs95We",TRUE,0
"shanghai restaurant",6.6994681100884E+17,"I'm at A Taste of Shanghai Restaurant ???? in Flushing NY https://t.co/VddHoz8IET",TRUE,1
thainy,6.69370870775677E+17,"Celebrando ando otro mes a la lista ?? #Happy324 #Thainy #TsingtaoBeer #SinghaBeer #MyLove @ Thainy https://t.co/lL7MyEx5Ch",TRUE,0
"oasis restaurant & bar",6.69611129619001E+17,"Place to be in a few! Catch me there from 5pm playing music yall! @ Oasis Restaurant & Bar https://t.co/pHspDD6nwe",TRUE,0
"ichi umi",6.68579212643537E+17,"I can eat you all day! ?? @ Ichiumi in Manhattan https://t.co/GwliBWvbXX",TRUE,1
