throw(ing|)\s?(u|o)p,653677649739563008,I hate Hialeah so much Every time Im here I want to throw up,0
throw(ing|)\s?(u|o)p,652155869157691393,I feel like I'm about to throw up,1
throw(ing|)\s?(u|o)p,652164059706454017,But we will never ever stop throwing up the dove ✊🏼😇🙌🏼 https://t.co/vwRVwcfKwF,0
throw(ing|)\s?(u|o)p,654738199856545792,i feel like throwing up😣😣,1
throw(ing|)\s?(u|o)p,652191542401105920,throwing up during a workout is one oft the grossest things ever,0
throw(ing|)\s?(u|o)p,654756159400742912,@DavidKaib I'm fairly convinced that + media oversaturation are 2 big causes people throw up their hands and check out of the whole process.,0
throw(ing|)\s?(u|o)p,653577850239516672,Seeing some pictures on timehop make me want to throw up,0
throw(ing|)\s?(u|o)p,652216056602329088,my mom just said belch.... I'm throwing up.,0
throw(ing|)\s?(u|o)p,652226255602329088,I'm so hungry I think I'm gonna throw up😷,0
throw(ing|)\s?(u|o)p,654986261657231360,Ewwww . I feel like I'm Boutta throw up 😷,1
throw(ing|)\s?(u|o)p,653759743937396737,I legitimately throw up every time I see someone even slightly interact nicely with somebody theyve talked shit about,0
throw(ing|)\s?(u|o)p,653623347662581760,@MENTION how you throw up gang signs  httpstco1dDJNZv8vz,0
throw(ing|)\s?(u|o)p,654500283519623169,If I hear anymore about Netflix and chill or any other variation of it I'll throw up,0
throw(ing|)\s?(u|o)p,653687525253341184,Dawg my boyfriends breath after he ate subway He licked me Imma throw up,0
throw(ing|)\s?(u|o)p,654433326208434176,The guy sitting in front of me on this bus wreaks and it's making me want to throw up 😷,0
throw(ing|)\s?(u|o)p,654712655656022016,@Mar_Butta yeah your first time throwing up but that one time at your house when you was drinking it like it was juice,0
throw(ing|)\s?(u|o)p,653587961141792768,ugh already my 6th time throwing up I think its time for me to drink that nasty tea,1
throw(ing|)\s?(u|o)p,653790862770462720,I come home to throw up and pee on my comforter Happy Monday to me,0
throw(ing|)\s?(u|o)p,654598213165543425,@705Cinder Have an amazing day Cyndy! ☕️☕️💙🏈⭐️ #DCFL #CowboysFam #ThrowUpTheXThursday http://t.co/7j9TjxflnP,0
throw(ing|)\s?(u|o)p,653561177755250688,Off topic real question How much can GovOMalley throw up on Bench Press #ProblemSolver #NoLabels,0
throw(ing|)\s?(u|o)p,653590430232244224,Im gonna throw UP,1
throw(ing|)\s?(u|o)p,654767630876696576,When your nephew decides to throw up on you before work ☺️,0
throw(ing|)\s?(u|o)p,654748616817381376,have u ever been so upset you throw up,0
throw(ing|)\s?(u|o)p,654756496882831361,@___kimpeggs @ladylaiina it makes me throw up & act stupider then usual,0
throw(ing|)\s?(u|o)p,654803898725593088,feel like throwing up.,1
throw(ing|)\s?(u|o)p,652263886108758016,Might throw up,1
throw(ing|)\s?(u|o)p,653802114989232129,Your Bacon in 60 Seconds @LINK via @MENTION I wanted to throw up and cry at the same time,0
throw(ing|)\s?(u|o)p,654905967876972544,I HAVE TO THROW UP.. my stomach killing me 💀😷,1
throw(ing|)\s?(u|o)p,654391479968903168,Please tell me how I'm still throwing up when there is nothing left in my body 😭,1
throw(ing|)\s?(u|o)p,655087285851979776,@TheDream_SBTV @AzWildcat_83 now throw up a pick 4 :),0
throw(ing|)\s?(u|o)p,655053933761576961,"i'm gonna throw up""do it you won't",0
throw(ing|)\s?(u|o)p,652062215554617344,@TrueBlueGal8 Good morning my most awesome friend! HAGD Leah. 💙🏈⭐️🇨🇱 #ThrowUpTheXThursday #CowboysFam #DC4L http://t.co/pSMJdR1r2M,0
throw(ing|)\s?(u|o)p,654449369517830144,Happy birthday. Throw up them L's @jameel_basit,0
throw(ing|)\s?(u|o)p,654360213491949569,All too ready!  #CowboysNation #ThrowUpTheX  https://t.co/gUyCAVXsI9,0
throw(ing|)\s?(u|o)p,654337160351477760,I hate throwing up that shit is disgusting,0
throw(ing|)\s?(u|o)p,653796623500247040,@MENTION dont remind me I may throw up again,0
throw(ing|)\s?(u|o)p,654484612677283840,@saratheriault2 oh my god my ears hurt so bad the first couple days. And all of the shit and the back of my throat made me wanna throw up,0
throw(ing|)\s?(u|o)p,654596488471908354,@mccloskeyben Good morning Ben! Have a good #ThrowUpTheXThursday 💙⭐️🏈☕️☕️ #DCFL #CowboysFam http://t.co/KtyTzmTfHW,0
throw(ing|)\s?(u|o)p,654534639382499330,Bout to throw up on @KayleeSchae,1
throw(ing|)\s?(u|o)p,654725135853727745,I get to dissect a fetal pig today may or may not throw up,0
throw(ing|)\s?(u|o)p,655068111259967488,I'm deadass about to throw up.,1
throw(ing|)\s?(u|o)p,654318997706551296,I can't even eat without feeling like I'm gonna throw up.,1
throw(ing|)\s?(u|o)p,652318590876655620,"if u wanna throw up Google ""trypophobia skin"" on images",0
throw(ing|)\s?(u|o)p,653633713473896449,Abraham from TWD a real one for pouring out a drink for the dead homiez then throwing up the deuce,0
throw(ing|)\s?(u|o)p,652108412281593856,I'm tired and kinda feel like throwing up. I'd really like to go home but I know it's just stress and exhaustion from #hellweek,0
throw(ing|)\s?(u|o)p,654771017450024960,I want to throw up in my mouth,0
throw(ing|)\s?(u|o)p,653713163574120448,I thought I would not get nauseous WRONG  throwing up now,0
throw(ing|)\s?(u|o)p,654911513233244160,@wholelotofhead how did you not throw up 😩,0
throw(ing|)\s?(u|o)p,654399378224865280,I'm here. I wanna throw up. But it's okay. 😁,1
throw(ing|)\s?(u|o)p,653636407848751104,I thought my dog was throwing up but someones just outside power washing the windows,0
throw(ing|)\s?(u|o)p,654343176405282816,@Lyndsay_Crowder I'm throwing up,1
throw(ing|)\s?(u|o)p,652189512278257665,And I'm out of medicine to stop throwing up 😷,1
throw(ing|)\s?(u|o)p,652237937237753856,@ScottiePippen hey Pip. While you are in the men's. Think you can throw up some #handglasses and help support our #onesight Charity?,0
throw(ing|)\s?(u|o)p,654501235190558720,Feel like i gotta throw up 😷😷😷,1
throw(ing|)\s?(u|o)p,654893083193028608,I hate coco!! Makes me throw up 😷,0
throw(ing|)\s?(u|o)p,653777989352718337,Im gonna throw up from excitement #SteelersNation,0
throw(ing|)\s?(u|o)p,654321746309287936,She's prob trying not to throw up  https://t.co/7yEv77cFhG,0
throw(ing|)\s?(u|o)p,654331875742326784,@yvungdom I mean you'll feel better but I understand. Throwing up is terrible 😩😩,0
throw(ing|)\s?(u|o)p,654387128063905796,If I see another cotton field I will throw up 🙅🏽😷,0
throw(ing|)\s?(u|o)p,653726391595175936,u kind of make me want to throw up 247,0
throw(ing|)\s?(u|o)p,654826143921475584,#ATLvsNO  ATL Throwing up Prayers to get this win..... @Nfl @AtlantaFalcons,0
throw(ing|)\s?(u|o)p,653622967327440897,Been throwing up all crazy  What is going onnnnn,1
throw(ing|)\s?(u|o)p,654590763402002432,Have you ever been in so much pain you feel like throwing up? 😷😭🔫,0
throw(ing|)\s?(u|o)p,654641176163708928,You know practice was amazing when girls are throwing up and shedding tears.,0
throw(ing|)\s?(u|o)p,654395415714881536,All I want to do is shower because I have throw up and slobber all over me 😅😅,0
